title,company,location,posted_date,apply_url,source,category,application_status,notes,date_applied,scraped_at
Presales Engineer (Ruijie) - For A To Z Engineering (Ruijie | Reyee)- Job ID: 1481065,Bdjobs.com,"Dhaka, Bangladesh",2026-04-26,https://bd.linkedin.com/jobs/view/presales-engineer-ruijie-for-a-to-z-engineering-ruijie-reyee-job-id-1481065-at-bdjobs-com-4404616787,linkedin.com,network engineer,Not Applied,,,2026-05-19
Sr. Executive IT (For Barnali Textile & Printing Industries (Pvt.) Ltd.)-Job ID: 1483776,Bdjobs.com,"Narayanganj District, Dhaka, Bangladesh",2026-05-03,https://bd.linkedin.com/jobs/view/sr-executive-it-for-barnali-textile-printing-industries-pvt-ltd-job-id-1483776-at-bdjobs-com-4407283909,linkedin.com,network engineer,Not Applied,,,2026-05-19
IT Officer - For International Federation of Red Cross and Red Crescent Societies. - Job ID: 1488628,Bdjobs.com,"Cox’s Bazar, Chattogram, Bangladesh",2026-05-17,https://bd.linkedin.com/jobs/view/it-officer-for-international-federation-of-red-cross-and-red-crescent-societies-job-id-1488628-at-bdjobs-com-4412211792,linkedin.com,network engineer,Not Applied,,,2026-05-19
"Executive, IT",nextjobz,"Tongi, Dhaka, Bangladesh",2026-05-18,https://bd.linkedin.com/jobs/view/executive-it-at-nextjobz-4404635399,linkedin.com,system administrator,Not Applied,,,2026-05-19
Management Trainee Officer (MTO),nextjobz,"Dhaka, Dhaka, Bangladesh",2026-05-06,https://bd.linkedin.com/jobs/view/management-trainee-officer-mto-at-nextjobz-4409938017,linkedin.com,system administrator,Not Applied,,,2026-05-19
"Lead System Analyst (Bhaluka, Mymensingh)",Q Collection,"Mymensingh, Bangladesh",2026-05-17,https://bd.linkedin.com/jobs/view/lead-system-analyst-bhaluka-mymensingh-at-q-collection-4415455154,linkedin.com,system administrator,Not Applied,,,2026-05-19
Lead System Analyst,Q Collection,"Gulshan, Dhaka, Bangladesh",2026-05-17,https://bd.linkedin.com/jobs/view/lead-system-analyst-at-q-collection-4415466156,linkedin.com,system administrator,Not Applied,,,2026-05-19
Manager - System Administration (For SEBPO) - Job ID - 1487086,Bdjobs.com,"Dhaka, Bangladesh",2026-05-12,https://bd.linkedin.com/jobs/view/manager-system-administration-for-sebpo-job-id-1487086-at-bdjobs-com-4410129293,linkedin.com,system administrator,Not Applied,,,2026-05-19
System Administrator (For BJIT Ltd.) - Job ID : 1483245,Bdjobs.com,"Dhaka, Bangladesh",2026-05-03,https://bd.linkedin.com/jobs/view/system-administrator-for-bjit-ltd-job-id-1483245-at-bdjobs-com-4407296799,linkedin.com,system administrator,Not Applied,,,2026-05-19
Computer Operator - For Bioaid Biotechnologies - Job ID: 1487236,Bdjobs.com,"Mirpur, Dhaka, Bangladesh",2026-05-14,https://bd.linkedin.com/jobs/view/computer-operator-for-bioaid-biotechnologies-job-id-1487236-at-bdjobs-com-4411161059,linkedin.com,system administrator,Not Applied,,,2026-05-19
Online Operations Executive (Night Shift) - (For RK IT Support.) - Job ID - 1481579,Bdjobs.com,"Mirpur, Dhaka, Bangladesh",2026-04-27,https://bd.linkedin.com/jobs/view/online-operations-executive-night-shift-for-rk-it-support-job-id-1481579-at-bdjobs-com-4404659849,linkedin.com,system administrator,Not Applied,,,2026-05-19
Computer Operator (Diagnostic Report Processing)- For AKIJ INSAF DIAGNOSTIC AND CONSULTATION CENTER- Job ID: 1488770,Bdjobs.com,"Dhaka, Bangladesh",2026-05-18,https://bd.linkedin.com/jobs/view/computer-operator-diagnostic-report-processing-for-akij-insaf-diagnostic-and-consultation-center-job-id-1488770-at-bdjobs-com-4412257393,linkedin.com,system administrator,Not Applied,,,2026-05-19
Digital Monitoring Executive - For JSK Group- Job ID: 1486637,Bdjobs.com,"Dhaka, Bangladesh",2026-05-12,https://bd.linkedin.com/jobs/view/digital-monitoring-executive-for-jsk-group-job-id-1486637-at-bdjobs-com-4410128407,linkedin.com,system administrator,Not Applied,,,2026-05-19
Senior Information Officer,International Rescue Committee Phoenix,"Ukhiya, Chattogram, Bangladesh",2026-03-24,https://bd.linkedin.com/jobs/view/senior-information-officer-at-international-rescue-committee-phoenix-4403038233,linkedin.com,system administrator,Not Applied,,,2026-05-19
Computer Operator - For EXAM CARE (KUSHTIA) - Job ID: 1482936,Bdjobs.com,"Kushtia, Khulna, Bangladesh",2026-04-30,https://bd.linkedin.com/jobs/view/computer-operator-for-exam-care-kushtia-job-id-1482936-at-bdjobs-com-4406460867,linkedin.com,system administrator,Not Applied,,,2026-05-19
Video Editing & Motion Design Specialist - (For Graphics IT BD) - Job ID - 1488687,Bdjobs.com,"Rangpur, Rajshahi, Bangladesh",2026-05-18,https://bd.linkedin.com/jobs/view/video-editing-motion-design-specialist-for-graphics-it-bd-job-id-1488687-at-bdjobs-com-4412245442,linkedin.com,system administrator,Not Applied,,,2026-05-19
Executive - Digital Marketing- For Manor IT Limited- Job ID: 1481460,Bdjobs.com,"Sylhet, Bangladesh",2026-04-27,https://bd.linkedin.com/jobs/view/executive-digital-marketing-for-manor-it-limited-job-id-1481460-at-bdjobs-com-4404663820,linkedin.com,system administrator,Not Applied,,,2026-05-19
Multimodal AI Content Specialist - Intermediate - Urdu (BD),TELUS Digital AI Data Solutions,Bangladesh,2026-04-29,https://bd.linkedin.com/jobs/view/multimodal-ai-content-specialist-intermediate-urdu-bd-at-telus-digital-ai-data-solutions-4408249468,linkedin.com,system administrator,Not Applied,,,2026-05-19
Multimodal AI Content Specialist - Intermediate - Bengali (BD),TELUS Digital AI Data Solutions,"Dhaka, Bangladesh",2026-04-29,https://bd.linkedin.com/jobs/view/multimodal-ai-content-specialist-intermediate-bengali-bd-at-telus-digital-ai-data-solutions-4408254406,linkedin.com,system administrator,Not Applied,,,2026-05-19
Multimodal AI Content Specialist - Urdu (BD),TELUS Digital AI Data Solutions,Bangladesh,2026-04-28,https://bd.linkedin.com/jobs/view/multimodal-ai-content-specialist-urdu-bd-at-telus-digital-ai-data-solutions-4407863302,linkedin.com,system administrator,Not Applied,,,2026-05-19
Multimodal AI Content Specialist - Bengali (BD),TELUS Digital AI Data Solutions,Bangladesh,2026-04-28,https://bd.linkedin.com/jobs/view/multimodal-ai-content-specialist-bengali-bd-at-telus-digital-ai-data-solutions-4407851380,linkedin.com,system administrator,Not Applied,,,2026-05-19
Sr. Executive - IT Infrastructure & System Administration (For Quality Feeds Limited) - Job ID : 1487754,Bdjobs.com,"Dhaka, Bangladesh",2026-05-17,https://bd.linkedin.com/jobs/view/sr-executive-it-infrastructure-system-administration-for-quality-feeds-limited-job-id-1487754-at-bdjobs-com-4412215945,linkedin.com,system administrator,Not Applied,,,2026-05-19
Procurement Officer (For Apex Data Management & IT Ltd) - Job ID : 1485241,Bdjobs.com,"Banani, Dhaka, Bangladesh",2026-05-07,https://bd.linkedin.com/jobs/view/procurement-officer-for-apex-data-management-it-ltd-job-id-1485241-at-bdjobs-com-4409254686,linkedin.com,system administrator,Not Applied,,,2026-05-19
Sr. Officer/In-Charge (Admission & Billing)- For Long Life Hospital Limited- Job ID: 1481435,Bdjobs.com,"Dhaka, Bangladesh",2026-04-27,https://bd.linkedin.com/jobs/view/sr-officer-in-charge-admission-billing-for-long-life-hospital-limited-job-id-1481435-at-bdjobs-com-4404667869,linkedin.com,system administrator,Not Applied,,,2026-05-19
Programmer / System Analyst (For Logic Software Ltd.)-Job ID: 1479468,Bdjobs.com,"Dhaka, Bangladesh",2026-04-22,https://bd.linkedin.com/jobs/view/programmer-system-analyst-for-logic-software-ltd-job-id-1479468-at-bdjobs-com-4402419831,linkedin.com,system administrator,Not Applied,,,2026-05-19
Preservation Processor - For Talent IT Centre- Job ID: 1485062,Bdjobs.com,"Chattogram, Bangladesh",2026-05-07,https://bd.linkedin.com/jobs/view/preservation-processor-for-talent-it-centre-job-id-1485062-at-bdjobs-com-4409267275,linkedin.com,system administrator,Not Applied,,,2026-05-19
Executive Digital Marketing CUM IT - For Naqa Trading- Job ID: 1485847,Bdjobs.com,"Dhaka, Bangladesh",2026-05-10,https://bd.linkedin.com/jobs/view/executive-digital-marketing-cum-it-for-naqa-trading-job-id-1485847-at-bdjobs-com-4412377419,linkedin.com,system administrator,Not Applied,,,2026-05-19
Creative Content Copywriter (Linexis IT) (For Sajeeb Group) - Job ID - 1488830,Bdjobs.com,"Dhaka, Bangladesh",2026-05-18,https://bd.linkedin.com/jobs/view/creative-content-copywriter-linexis-it-for-sajeeb-group-job-id-1488830-at-bdjobs-com-4412241634,linkedin.com,system administrator,Not Applied,,,2026-05-19
Senior Cloud Architect,TECHNIX TECHNOLOGY,Bangladesh,2025-04-11,https://bd.linkedin.com/jobs/view/senior-cloud-architect-at-technix-technology-4208241880,linkedin.com,cloud engineer,Not Applied,,,2026-05-19
"AI Developer - Enterprise AI, Microsoft Copilot & SAP Joule - For Renowned European Company - Job ID: 1482909",Bdjobs.com,"Dhaka, Bangladesh",2026-04-30,https://bd.linkedin.com/jobs/view/ai-developer-enterprise-ai-microsoft-copilot-sap-joule-for-renowned-european-company-job-id-1482909-at-bdjobs-com-4406446589,linkedin.com,cloud engineer,Not Applied,,,2026-05-19
Officer- Case Work,Save the Children Colombia,Bangladesh,2026-05-17,https://bd.linkedin.com/jobs/view/officer-case-work-at-save-the-children-colombia-4416046573,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Head of IT - (Hospital Operations)- For Reputed Hospital- Job ID: 1480621,Bdjobs.com,"Dhaka, Bangladesh",2026-04-25,https://bd.linkedin.com/jobs/view/head-of-it-hospital-operations-for-reputed-hospital-job-id-1480621-at-bdjobs-com-4404153946,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Remote Registry Officer - Academic Services - For UKMC Global Bangladesh- Job ID: 1482715,Bdjobs.com,"Dhaka, Bangladesh",2026-05-07,https://bd.linkedin.com/jobs/view/remote-registry-officer-academic-services-for-ukmc-global-bangladesh-job-id-1482715-at-bdjobs-com-4409229616,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Officer- Case Work,Save the Children International,Bangladesh,2026-05-17,https://bd.linkedin.com/jobs/view/officer-case-work-at-save-the-children-international-4416016555,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
"General Manager, Network & Security Business",Corporate Projukti Limited,"Dhaka, Dhaka, Bangladesh",2026-05-13,https://bd.linkedin.com/jobs/view/general-manager-network-security-business-at-corporate-projukti-limited-4408623552,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
RCM Support Analyst (Bangladesh),Athelas,"Dhaka, Dhaka, Bangladesh",2025-10-22,https://bd.linkedin.com/jobs/view/rcm-support-analyst-bangladesh-at-athelas-4318507523,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Data Center Technician - Chattogram - On-site,Reboot Monkey,"Chattogram, Chattogram, Bangladesh",2026-03-07,https://bd.linkedin.com/jobs/view/data-center-technician-chattogram-on-site-at-reboot-monkey-4382614743,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Officer- Case Work (Maternity),Save the Children Colombia,Bangladesh,2026-05-17,https://bd.linkedin.com/jobs/view/officer-case-work-maternity-at-save-the-children-colombia-4416039734,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Data Center Technician - Bangladesh - Jashore - On-site,Reboot Monkey,"Khulna, Khulna, Bangladesh",2026-03-07,https://bd.linkedin.com/jobs/view/data-center-technician-bangladesh-jashore-on-site-at-reboot-monkey-4382612774,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Sr. Manager (Security & Admin) - (For Paragon Group)-Job ID: 1483336,Bdjobs.com,"Dhaka, Bangladesh",2026-05-02,https://bd.linkedin.com/jobs/view/sr-manager-security-admin-for-paragon-group-job-id-1483336-at-bdjobs-com-4407277117,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Security Manager (Factory) - For AHSAN Group LTD- - Job ID: 1479009,Bdjobs.com,"Gazipur, Dhaka, Bangladesh",2026-04-20,https://bd.linkedin.com/jobs/view/security-manager-factory-for-ahsan-group-ltd-job-id-1479009-at-bdjobs-com-4401603338,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
RCM Support Analyst (Bangladesh),Commure,"Dhaka, Dhaka, Bangladesh",2026-05-12,https://bd.linkedin.com/jobs/view/rcm-support-analyst-bangladesh-at-commure-4346869471,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Information Technology Technician,Universal College Bangladesh,"Dhaka, Bangladesh",2026-04-23,https://bd.linkedin.com/jobs/view/information-technology-technician-at-universal-college-bangladesh-4405670531,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Assistant Manager - IT Support Operations Information Technology and Cyber Security (For SEBPO)-Job ID: 1487878,Bdjobs.com,"Dhaka, Bangladesh",2026-05-16,https://bd.linkedin.com/jobs/view/assistant-manager-it-support-operations-information-technology-and-cyber-security-for-sebpo-job-id-1487878-at-bdjobs-com-4412091281,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
"Assistant Manager, InfoSec & GRC- For SEBPO- Job ID: 1482959",Bdjobs.com,"Dhaka, Bangladesh",2026-04-30,https://bd.linkedin.com/jobs/view/assistant-manager-infosec-grc-for-sebpo-job-id-1482959-at-bdjobs-com-4406463245,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
"Managing Consultant, Services Business Development",Mastercard,"Dhaka, Dhaka, Bangladesh",2026-05-07,https://bd.linkedin.com/jobs/view/managing-consultant-services-business-development-at-mastercard-4399504864,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Officer- Case Work (Maternity),Save the Children International,Bangladesh,2026-05-17,https://bd.linkedin.com/jobs/view/officer-case-work-maternity-at-save-the-children-international-4416018486,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Health Information System - Assistant (HIS-Assistant) - For Partners in Health and Development (PHD) - Job ID: 1488531,Bdjobs.com,"Cox’s Bazar, Chattogram, Bangladesh",2026-05-17,https://bd.linkedin.com/jobs/view/health-information-system-assistant-his-assistant-for-partners-in-health-and-development-phd-job-id-1488531-at-bdjobs-com-4412230160,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Associate Compliance and Quality Control Specialist,Therap (BD) Ltd.,"Dhaka, Dhaka, Bangladesh",2026-05-10,https://bd.linkedin.com/jobs/view/associate-compliance-and-quality-control-specialist-at-therap-bd-ltd-4412558902,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Payroll Executive,Outsource Solutions Ltd,"Dhaka, Bangladesh",2026-05-04,https://bd.linkedin.com/jobs/view/payroll-executive-at-outsource-solutions-ltd-4409891852,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
"Senior Information Security Analyst, GRC",Field Nation,"Dhaka, Dhaka, Bangladesh",2026-04-30,https://bd.linkedin.com/jobs/view/senior-information-security-analyst-grc-at-field-nation-4399403549,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
IT Officer (For Sharmin Group)-Job ID: 1486400,Bdjobs.com,"Dhaka, Bangladesh",2026-05-11,https://bd.linkedin.com/jobs/view/it-officer-for-sharmin-group-job-id-1486400-at-bdjobs-com-4412630915,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
"Senior Officer/ Officer, IT (For Grameen Telecom Trust) - Job ID : 1485744",Bdjobs.com,"Dhaka, Bangladesh",2026-05-10,https://bd.linkedin.com/jobs/view/senior-officer-officer-it-for-grameen-telecom-trust-job-id-1485744-at-bdjobs-com-4412365473,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Assistant Consultant / Consultant (Social Safeguard)- For EQMS Consulting Limited - Job ID: 1479864,Bdjobs.com,"Dhaka, Bangladesh",2026-04-22,https://bd.linkedin.com/jobs/view/assistant-consultant-consultant-social-safeguard-for-eqms-consulting-limited-job-id-1479864-at-bdjobs-com-4402440714,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Protection Officer - Case Management,International Rescue Committee Phoenix,"Ukhiya, Chattogram, Bangladesh",2026-04-15,https://bd.linkedin.com/jobs/view/protection-officer-case-management-at-international-rescue-committee-phoenix-4412607621,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Asst. Manager/ Security Manager - For ACS Textiles (Bangladesh) Ltd.- Job ID: 1487189,Bdjobs.com,"Narayanganj District, Dhaka, Bangladesh",2026-05-13,https://bd.linkedin.com/jobs/view/asst-manager-security-manager-for-acs-textiles-bangladesh-ltd-job-id-1487189-at-bdjobs-com-4410370912,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Divisional Manager- For First Capital Securities Limited- Job ID: 1482331,Bdjobs.com,"Dhaka, Bangladesh",2026-04-29,https://bd.linkedin.com/jobs/view/divisional-manager-for-first-capital-securities-limited-job-id-1482331-at-bdjobs-com-4406024915,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
"Operations Specialist, (Bangladesh)",Commure,"Dhaka, Dhaka, Bangladesh",2026-05-06,https://bd.linkedin.com/jobs/view/operations-specialist-bangladesh-at-commure-4406682548,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Executive (IT) - (For Virgo Global) - Job ID - 1488870,Bdjobs.com,"Dhaka, Bangladesh",2026-05-18,https://bd.linkedin.com/jobs/view/executive-it-for-virgo-global-job-id-1488870-at-bdjobs-com-4412240908,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Chief Technology Officer (Cartup) - For Cartup Limited - Job ID: 1478967,Bdjobs.com,"Dhaka, Bangladesh",2026-04-20,https://bd.linkedin.com/jobs/view/chief-technology-officer-cartup-for-cartup-limited-job-id-1478967-at-bdjobs-com-4401295293,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
"Manager or Senior Manager, DSIV Service Management, IT (Ref May 17, 2026)",Robi Axiata PLC.,Bangladesh,2026-05-17,https://bd.linkedin.com/jobs/view/manager-or-senior-manager-dsiv-service-management-it-ref-may-17-2026-at-robi-axiata-plc-4416026849,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Maintenance/IT Officer,nextjobz,"Dhaka, Dhaka, Bangladesh",2026-05-10,https://bd.linkedin.com/jobs/view/maintenance-it-officer-at-nextjobz-4412359915,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Document Annotation Specialist (PDF),SME Careers,Bangladesh,2026-05-15,https://bd.linkedin.com/jobs/view/document-annotation-specialist-pdf-at-sme-careers-4415331569,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
"Assistant Manager, IT (For Fariha Group) - Job ID : 1481805",Bdjobs.com,"Dhaka, Bangladesh",2026-04-28,https://bd.linkedin.com/jobs/view/assistant-manager-it-for-fariha-group-job-id-1481805-at-bdjobs-com-4405514519,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
IT Support Specialist - For TS Tech Bangladesh Limited - Job ID: 1483788,Bdjobs.com,"Narayanganj District, Dhaka, Bangladesh",2026-05-04,https://bd.linkedin.com/jobs/view/it-support-specialist-for-ts-tech-bangladesh-limited-job-id-1483788-at-bdjobs-com-4407744354,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
"Head of Software Engineering/Sr Manager, NEO PSP Limited",banglalink,"Dhaka, Dhaka, Bangladesh",2026-05-09,https://bd.linkedin.com/jobs/view/head-of-software-engineering-sr-manager-neo-psp-limited-at-banglalink-4412304341,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Document Annotation Specialist (PDF),The Blond HR,Bangladesh,2026-05-12,https://bd.linkedin.com/jobs/view/document-annotation-specialist-pdf-at-the-blond-hr-4410166771,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Chief Administrative Officer (CAO) - For ICS Business Group (The Pink City Xenovalley Model Town (Pvt.) Ltd.)- Job ID: 1482494,Bdjobs.com,"Dhaka, Bangladesh",2026-04-30,https://bd.linkedin.com/jobs/view/chief-administrative-officer-cao-for-ics-business-group-the-pink-city-xenovalley-model-town-pvt-ltd-job-id-1482494-at-bdjobs-com-4406454028,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Head of Digital Financial Services - For Mercantile Bank PLC. - Job ID - 1486916,Bdjobs.com,"Dhaka, Bangladesh",2026-05-12,https://bd.linkedin.com/jobs/view/head-of-digital-financial-services-for-mercantile-bank-plc-job-id-1486916-at-bdjobs-com-4410130364,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
"Solutions Consultant-Technical Sales(Cybersecurity,Data Center & IT Infrastructure/Cloud Solution)- For OneWorld InfoTech - Job ID: 1486581",Bdjobs.com,"Dhaka, Bangladesh",2026-05-12,https://bd.linkedin.com/jobs/view/solutions-consultant-technical-sales-cybersecurity-data-center-it-infrastructure-cloud-solution-for-oneworld-infotech-job-id-1486581-at-bdjobs-com-4410132491,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
"Intern, Talent Acquisition (Bangladesh)",Commure,"Dhaka, Dhaka, Bangladesh",2026-05-12,https://bd.linkedin.com/jobs/view/intern-talent-acquisition-bangladesh-at-commure-4410705624,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
"Intern, Talent Acquisition (Bangladesh)",Athelas,"Dhaka, Dhaka, Bangladesh",2026-05-05,https://bd.linkedin.com/jobs/view/intern-talent-acquisition-bangladesh-at-athelas-4410760829,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
IT Associate - For Catalyst Solutions - Job ID : 1489426,Bdjobs.com,"Chattogram, Bangladesh",2026-05-18,https://bd.linkedin.com/jobs/view/it-associate-for-catalyst-solutions-job-id-1489426-at-bdjobs-com-4412252470,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Faculty Positions in Computer Science,Asian University for Women Support Foundation,"Chattogram, Chattogram, Bangladesh",2025-06-30,https://bd.linkedin.com/jobs/view/faculty-positions-in-computer-science-at-asian-university-for-women-support-foundation-4259294991,linkedin.com,cybersecurity,Not Applied,,,2026-05-19
Principal Database Engineer,Frontline Data Solutions,Bangladesh,2026-05-11,https://bd.linkedin.com/jobs/view/principal-database-engineer-at-frontline-data-solutions-4412986057,linkedin.com,database administrator,Not Applied,,,2026-05-19
Sr. GoLang Developer (Remote Night Shift)- Golden Infotech- Job ID:1480997,Bdjobs.com,"Dhaka, Bangladesh",2026-04-26,https://bd.linkedin.com/jobs/view/sr-golang-developer-remote-night-shift-golden-infotech-job-id-1480997-at-bdjobs-com-4404624854,linkedin.com,database administrator,Not Applied,,,2026-05-19
Go Engineer,SME Careers,Bangladesh,2026-05-15,https://bd.linkedin.com/jobs/view/go-engineer-at-sme-careers-4415346158,linkedin.com,database administrator,Not Applied,,,2026-05-19
Blockchain Lead,AllChrono,"Dhaka, Bangladesh",2026-05-17,https://bd.linkedin.com/jobs/view/blockchain-lead-at-allchrono-4415362896,linkedin.com,database administrator,Not Applied,,,2026-05-19
scan to bim,BHS-Sonthofen GmbH,"Chattogram, Chattogram, Bangladesh",2026-04-09,https://bd.linkedin.com/jobs/view/scan-to-bim-at-bhs-sonthofen-gmbh-4400204852,linkedin.com,database administrator,Not Applied,,,2026-05-19
Remote C# Developer,Turing,Bangladesh,2026-05-18,https://bd.linkedin.com/jobs/view/remote-c%23-developer-at-turing-4416278622,linkedin.com,database administrator,Not Applied,,,2026-05-19
Senior Backend Developer - (For Walton Plaza) - Job ID - 1487213,Bdjobs.com,"Dhaka, Bangladesh",2026-05-13,https://bd.linkedin.com/jobs/view/senior-backend-developer-for-walton-plaza-job-id-1487213-at-bdjobs-com-4410370441,linkedin.com,database administrator,Not Applied,,,2026-05-19
Senior Backend Developer,TECHNIX TECHNOLOGY,Bangladesh,2025-04-11,https://bd.linkedin.com/jobs/view/senior-backend-developer-at-technix-technology-4208244263,linkedin.com,database administrator,Not Applied,,,2026-05-19
Bash/PowerShell Engineer,SME Careers,Bangladesh,2026-05-15,https://bd.linkedin.com/jobs/view/bash-powershell-engineer-at-sme-careers-4415349116,linkedin.com,database administrator,Not Applied,,,2026-05-19
Tech Lead (Full Stack),TECHNIX TECHNOLOGY,Bangladesh,2025-04-11,https://bd.linkedin.com/jobs/view/tech-lead-full-stack-at-technix-technology-4208247015,linkedin.com,database administrator,Not Applied,,,2026-05-19
Jr. Executive/ Executive- VAT Software Implementation - (For Symphony Softtech Ltd.) - Job ID - 1486733,Bdjobs.com,"Dhaka, Bangladesh",2026-05-12,https://bd.linkedin.com/jobs/view/jr-executive-executive-vat-software-implementation-for-symphony-softtech-ltd-job-id-1486733-at-bdjobs-com-4410138129,linkedin.com,database administrator,Not Applied,,,2026-05-19
"Tech Lead, Android Core Product - Dhaka, Bangladesh",Speechify,"Dhaka, Dhaka, Bangladesh",2026-04-22,https://bd.linkedin.com/jobs/view/tech-lead-android-core-product-dhaka-bangladesh-at-speechify-4415897874,linkedin.com,database administrator,Not Applied,,,2026-05-19
Software Developer (.NET),nextjobz,"Dhaka, Dhaka, Bangladesh",2026-05-08,https://bd.linkedin.com/jobs/view/software-developer-net-at-nextjobz-4379345406,linkedin.com,database administrator,Not Applied,,,2026-05-19
Senior C Engineer,SME Careers,Bangladesh,2026-05-15,https://bd.linkedin.com/jobs/view/senior-c-engineer-at-sme-careers-4415346169,linkedin.com,database administrator,Not Applied,,,2026-05-19
"Tech Lead, Android Core Product - Chittagong, Bangladesh",Speechify,"Chattogram, Chattogram, Bangladesh",2026-04-10,https://bd.linkedin.com/jobs/view/tech-lead-android-core-product-chittagong-bangladesh-at-speechify-4410908061,linkedin.com,database administrator,Not Applied,,,2026-05-19
User Support Manager - IT - For United Finance PLC- Job ID: 1488608,Bdjobs.com,"Dhaka, Bangladesh",2026-05-17,https://bd.linkedin.com/jobs/view/user-support-manager-it-for-united-finance-plc-job-id-1488608-at-bdjobs-com-4412218195,linkedin.com,IT manager,Not Applied,,,2026-05-19
Manager - IT & Logic ERP - For Mahdeen Group - Job ID: 1479031,Bdjobs.com,"Dhaka, Bangladesh",2026-04-20,https://bd.linkedin.com/jobs/view/manager-it-logic-erp-for-mahdeen-group-job-id-1479031-at-bdjobs-com-4401289515,linkedin.com,IT manager,Not Applied,,,2026-05-19
IT Manager (For Elham International Ltd) - Job ID : 1486782,Bdjobs.com,"Uttara, Dhaka, Bangladesh",2026-05-12,https://bd.linkedin.com/jobs/view/it-manager-for-elham-international-ltd-job-id-1486782-at-bdjobs-com-4410145687,linkedin.com,IT manager,Not Applied,,,2026-05-19
Manager - Information and Communications Technology (ICT)- For Liz Fashion Industry Ltd. - Job ID: 1482961,Bdjobs.com,"Gazipur, Dhaka, Bangladesh",2026-04-30,https://bd.linkedin.com/jobs/view/manager-information-and-communications-technology-ict-for-liz-fashion-industry-ltd-job-id-1482961-at-bdjobs-com-4406456388,linkedin.com,IT manager,Not Applied,,,2026-05-19
Assistant Manager/Manager - IT (For Genex Infosys PLC.) - Job ID : 1489134,Bdjobs.com,"Dhaka, Bangladesh",2026-05-18,https://bd.linkedin.com/jobs/view/assistant-manager-manager-it-for-genex-infosys-plc-job-id-1489134-at-bdjobs-com-4412285377,linkedin.com,IT manager,Not Applied,,,2026-05-19
Manager/ Deputy Manager - IT & MIS - For Zubion Development Solutions Limited ( ZDSL) - Job ID : 1481828,Bdjobs.com,"Uttara, Dhaka, Bangladesh",2026-04-27,https://bd.linkedin.com/jobs/view/manager-deputy-manager-it-mis-for-zubion-development-solutions-limited-zdsl-job-id-1481828-at-bdjobs-com-4404697329,linkedin.com,IT manager,Not Applied,,,2026-05-19
Manager - ICT (For Rupayan Group) - Job ID: 1482947,Bdjobs.com,"Uttara, Dhaka, Bangladesh",2026-04-30,https://bd.linkedin.com/jobs/view/manager-ict-for-rupayan-group-job-id-1482947-at-bdjobs-com-4406428982,linkedin.com,IT manager,Not Applied,,,2026-05-19
Manager/ Senior Manager- IT - (For Astha Life Insurance Company Limited) - Job ID - 1484679,Bdjobs.com,"Dhaka, Bangladesh",2026-05-06,https://bd.linkedin.com/jobs/view/manager-senior-manager-it-for-astha-life-insurance-company-limited-job-id-1484679-at-bdjobs-com-4408499219,linkedin.com,IT manager,Not Applied,,,2026-05-19
